CPU_Usage,Memory_GB,Latency_ms,Risk_Score,Status
99.4062,56.68257,702.2704,1.3134,Critical Alert
98.68768,51.824203,830.25415,1.3573,Critical Alert
76.25257,59.211445,975.97424,1.3097,Critical Alert
91.1683,55.642048,880.0871,1.3642,Critical Alert
96.22641,54.36413,926.339,1.4634,Critical Alert
97.098404,47.431786,891.2328,1.3267,Critical Alert
98.04489,56.478832,773.7672,1.3651,Critical Alert
94.66318,54.58315,864.9192,1.3809,Critical Alert
73.93362,62.47876,946.1734,1.2988,Critical Alert
89.82386,60.52106,905.13104,1.4504,Critical Alert
95.74915,55.787346,854.25446,1.4048,Critical Alert
86.91829,62.894833,893.54767,1.4356,Critical Alert
99.494995,46.697426,870.3383,1.3271,Critical Alert
98.60985,53.636402,814.7017,1.3695,Critical Alert
89.44654,62.433945,830.9734,1.399,Critical Alert
77.99158,59.799446,950.0226,1.317,Critical Alert
82.90687,55.553284,960.2076,1.3285,Critical Alert
91.50451,61.45281,873.47253,1.4565,Critical Alert
84.7532,60.074467,919.4392,1.3859,Critical Alert
86.53756,61.748665,844.13275,1.3602,Critical Alert
85.28061,62.545776,940.7779,1.4557,Critical Alert
78.40947,57.878857,973.4593,1.3161,Critical Alert
90.33211,61.243206,755.09125,1.3134,Critical Alert
95.14055,59.624798,853.41565,1.4577,Critical Alert
99.61508,60.6702,829.7181,1.5137,Critical Alert
97.10291,58.327312,920.33234,1.534,Critical Alert
99.72351,47.593006,833.2305,1.3063,Critical Alert
93.23519,57.10268,804.9084,1.3392,Critical Alert
88.559906,59.031857,937.70734,1.442,Critical Alert
75.358536,61.63401,986.27515,1.3471,Critical Alert
97.784706,63.65964,776.1052,1.4805,Critical Alert
94.65084,59.212757,776.63556,1.3642,Critical Alert
94.88008,48.953506,988.68317,1.4211,Critical Alert
83.319084,61.788197,925.13715,1.3992,Critical Alert
98.12446,59.92068,742.827,1.39,Critical Alert
94.23814,43.16008,979.0417,1.3078,Critical Alert
97.12949,58.79995,776.97644,1.3931,Critical Alert
98.25878,62.430668,923.23914,1.6202,Critical Alert
93.7153,51.009468,998.7148,1.4484,Critical Alert
90.96769,61.7423,991.8161,1.5766,Critical Alert
99.9901,47.017822,886.3423,1.356,Critical Alert
83.24924,61.74375,973.49603,1.4478,Critical Alert
94.90048,60.141697,859.8498,1.4693,Critical Alert
99.7092,50.203056,809.6321,1.324,Critical Alert
80.49786,56.1391,973.8778,1.318,Critical Alert
95.18838,57.809563,869.9595,1.446,Critical Alert
85.19872,60.5504,840.7595,1.3182,Critical Alert
84.7265,62.52146,862.9975,1.3666,Critical Alert
94.219635,43.785202,973.6003,1.3121,Critical Alert
99.65541,42.23262,907.995,1.296,Critical Alert
85.44204,52.62781,939.80286,1.2958,Critical Alert
95.15421,59.38428,722.8523,1.3183,Critical Alert
90.2751,58.334766,995.8253,1.5155,Critical Alert
90.6946,53.869923,901.29895,1.3507,Critical Alert
96.83192,47.702717,948.18146,1.3865,Critical Alert
86.03533,61.318916,899.06305,1.4031,Critical Alert
93.87716,47.975998,977.10126,1.3789,Critical Alert
97.69732,63.109634,881.20435,1.5795,Critical Alert
98.67899,49.794098,909.05817,1.4061,Critical Alert
91.77258,54.1278,875.07385,1.3429,Critical Alert
99.34799,63.944992,601.0093,1.3254,Critical Alert
93.88697,58.11403,747.656,1.3054,Critical Alert
76.34449,61.56106,955.26056,1.3277,Critical Alert
92.98425,53.950073,842.15295,1.3231,Critical Alert
88.09087,62.650333,878.81525,1.433,Critical Alert
92.888985,60.04434,765.34143,1.3409,Critical Alert
95.569954,59.159447,700.7947,1.2976,Critical Alert
84.56048,63.935726,890.19543,1.4155,Critical Alert
81.80949,60.474,981.53094,1.415,Critical Alert
97.68293,56.755165,712.09784,1.3003,Critical Alert
95.83093,48.238407,960.59796,1.3938,Critical Alert
96.751915,58.003834,861.6659,1.4628,Critical Alert
97.21821,51.798508,884.69934,1.3925,Critical Alert
89.57011,61.68318,915.2154,1.4761,Critical Alert
79.82853,61.660408,874.641,1.295,Critical Alert
97.94254,62.59779,969.08813,1.666,Critical Alert
99.87929,37.39913,995.5039,1.3115,Critical Alert
93.15196,45.979122,999.9235,1.3599,Critical Alert
88.58243,56.738735,895.40283,1.3611,Critical Alert
87.53052,51.11548,942.96716,1.3042,Critical Alert
99.79567,62.88198,843.89484,1.5669,Critical Alert
98.22984,61.981762,751.71967,1.4342,Critical Alert
96.554695,43.711086,922.61646,1.2911,Critical Alert
97.16505,41.34318,960.89404,1.3011,Critical Alert
95.18385,60.142918,785.329,1.3959,Critical Alert
94.99661,43.978874,995.8451,1.3494,Critical Alert
96.34586,51.459667,821.80927,1.3093,Critical Alert
80.03404,60.11746,922.8794,1.323,Critical Alert
89.315186,57.710567,822.4532,1.3115,Critical Alert
93.985596,51.55982,874.30615,1.3319,Critical Alert
95.60952,42.57155,966.0004,1.3042,Critical Alert
99.165955,48.37359,924.6039,1.4061,Critical Alert
98.26177,62.92611,865.5748,1.5683,Critical Alert
91.14073,63.277073,952.2069,1.5628,Critical Alert
98.847626,58.70217,663.05096,1.2976,Critical Alert
99.75714,58.969723,745.0711,1.4001,Critical Alert
93.11379,63.731728,766.79846,1.4056,Critical Alert
91.182724,63.04422,947.2442,1.5544,Critical Alert
93.2102,46.140846,945.8008,1.3071,Critical Alert
95.203995,63.956593,948.39984,1.6277,Critical Alert
88.86432,63.565716,985.6997,1.5699,Critical Alert
90.225494,48.547848,975.0389,1.3342,Critical Alert
97.68342,62.76076,904.3145,1.5977,Critical Alert
95.731834,56.890522,863.22186,1.4318,Critical Alert
82.61387,52.42883,977.0898,1.2911,Critical Alert
94.62059,48.80023,930.5463,1.3545,Critical Alert
91.97464,54.97574,960.8957,1.4488,Critical Alert
91.602554,45.96506,957.82025,1.2939,Critical Alert
97.82052,57.095646,917.9097,1.5217,Critical Alert
87.67107,54.995186,870.6181,1.2941,Critical Alert
83.214775,55.77585,989.15393,1.3666,Critical Alert
93.74402,57.52786,849.1198,1.3993,Critical Alert
95.23952,45.768547,930.34064,1.3138,Critical Alert
82.13618,60.60006,907.1732,1.3444,Critical Alert
95.31423,60.925213,877.45886,1.5063,Critical Alert
96.297264,49.790565,841.92706,1.3024,Critical Alert
98.5549,58.003815,817.2301,1.4423,Critical Alert
82.28622,60.247986,941.0261,1.376,Critical Alert
97.19258,59.874702,685.0754,1.316,Critical Alert
98.17944,63.53996,804.5069,1.5137,Critical Alert
91.43591,60.30143,990.40125,1.5583,Critical Alert
93.195404,54.53698,866.98004,1.3614,Critical Alert
97.99808,52.12885,991.5161,1.52,Critical Alert
90.76181,53.98305,962.5127,1.4171,Critical Alert
87.46815,54.83467,962.3004,1.3839,Critical Alert
80.01314,60.380157,949.8239,1.355,Critical Alert
88.369995,59.657642,795.28595,1.3015,Critical Alert
82.17457,51.43707,999.45435,1.292,Critical Alert
99.774445,58.719925,920.89105,1.579,Critical Alert
81.62704,63.293842,852.42706,1.3241,Critical Alert
98.520424,54.74503,860.2698,1.4336,Critical Alert
78.70358,59.253323,939.00946,1.3068,Critical Alert
92.5739,58.111465,969.981,1.5177,Critical Alert
84.22741,59.81721,951.5889,1.4076,Critical Alert
80.19423,62.10357,881.1223,1.3142,Critical Alert
75.410324,63.75181,925.6949,1.3192,Critical Alert
95.07659,58.376125,873.0566,1.4569,Critical Alert
96.17787,59.269035,853.279,1.4665,Critical Alert
99.88164,55.740234,803.57794,1.4102,Critical Alert
92.32768,60.514954,750.0376,1.3247,Critical Alert
93.545616,45.97741,970.9364,1.3353,Critical Alert
77.19734,63.881603,881.5755,1.3009,Critical Alert
94.03964,54.559166,890.7994,1.3985,Critical Alert
98.121994,49.72316,936.6905,1.4257,Critical Alert
97.406815,41.631447,990.2141,1.3397,Critical Alert
95.78529,53.490543,988.3832,1.5074,Critical Alert
86.041664,58.986702,860.44464,1.3252,Critical Alert
78.30929,57.256443,985.6027,1.3172,Critical Alert
98.92343,63.850773,859.50494,1.5865,Critical Alert
88.42072,61.8553,895.2956,1.4419,Critical Alert
98.20484,40.210968,963.9523,1.3006,Critical Alert
96.327835,59.214333,915.8851,1.5328,Critical Alert
95.53673,58.086315,746.1755,1.3269,Critical Alert
99.867256,46.669563,874.37836,1.3361,Critical Alert
86.22896,61.855186,970.22626,1.4886,Critical Alert
97.36724,62.12194,847.71545,1.524,Critical Alert
95.29384,57.5869,776.366,1.3467,Critical Alert
98.821495,51.710274,998.30786,1.532,Critical Alert
96.962036,61.27118,782.07574,1.4362,Critical Alert
73.62977,63.65277,996.91473,1.3663,Critical Alert
96.93703,56.91426,779.0423,1.3619,Critical Alert
88.01102,55.771572,911.76154,1.3543,Critical Alert
97.733376,48.773716,933.1569,1.4011,Critical Alert
92.32053,58.25145,924.42676,1.469,Critical Alert
93.59563,59.232864,949.1462,1.5288,Critical Alert
97.79383,60.49412,690.98846,1.3407,Critical Alert
96.1686,62.994915,821.27814,1.4937,Critical Alert
99.10794,59.89996,855.91345,1.5212,Critical Alert
88.58735,52.51976,900.9234,1.2984,Critical Alert
94.4492,63.177406,714.30316,1.361,Critical Alert
96.46976,55.568336,837.59467,1.3942,Critical Alert
82.30466,59.511898,953.24536,1.377,Critical Alert
83.14756,54.268696,974.6653,1.3261,Critical Alert
73.38548,63.1649,954.21014,1.3105,Critical Alert
91.69766,63.53238,865.05585,1.4843,Critical Alert
95.757935,56.910065,761.1468,1.3264,Critical Alert
96.39381,60.628452,707.3136,1.34,Critical Alert
87.639694,58.178383,961.0287,1.4393,Critical Alert
88.92305,52.242065,961.76825,1.3619,Critical Alert
79.19326,62.802406,899.1748,1.3301,Critical Alert
93.4061,61.604347,828.66754,1.4394,Critical Alert
84.152985,56.083946,990.4569,1.3863,Critical Alert
89.15429,63.86896,796.6712,1.3825,Critical Alert
98.33526,62.854397,744.2411,1.4421,Critical Alert
83.769646,62.066616,831.8554,1.3132,Critical Alert
82.82764,58.785576,939.09717,1.358,Critical Alert
90.66224,51.954124,969.20996,1.3897,Critical Alert
80.03186,56.956524,958.38916,1.3085,Critical Alert
87.9383,57.201385,850.03394,1.3123,Critical Alert
97.77923,43.430977,983.16437,1.3669,Critical Alert
99.24187,59.049488,891.76654,1.5465,Critical Alert
95.94318,60.120975,992.9112,1.6221,Critical Alert
96.199844,62.25421,925.3487,1.5902,Critical Alert
98.720116,52.811802,939.0522,1.4869,Critical Alert
98.349754,53.12505,840.2016,1.3839,Critical Alert
98.03215,59.98322,912.37964,1.5659,Critical Alert
99.244446,53.72131,820.2572,1.3856,Critical Alert
89.94412,60.932793,916.7529,1.4708,Critical Alert
88.12433,62.060463,990.54767,1.54,Critical Alert
98.03044,58.161995,940.8978,1.5659,Critical Alert
98.501564,48.595833,880.81213,1.3547,Critical Alert
86.52718,53.465015,955.82825,1.3415,Critical Alert
92.915306,50.135925,964.25934,1.387,Critical Alert
82.535225,52.942837,996.97034,1.319,Critical Alert
84.02915,59.84232,887.5258,1.3386,Critical Alert
99.66286,40.65061,982.9305,1.3482,Critical Alert
86.355835,50.051723,975.3552,1.3039,Critical Alert
95.79958,45.230816,974.6775,1.3591,Critical Alert
98.99443,55.911995,833.47644,1.4314,Critical Alert
92.6922,60.52967,918.9503,1.5057,Critical Alert
95.582466,62.40722,719.3343,1.3698,Critical Alert
99.25001,50.134415,860.5998,1.3694,Critical Alert
87.57744,59.879593,881.66064,1.3836,Critical Alert
98.96029,62.73194,657.19086,1.3586,Critical Alert
87.53572,60.932953,795.8884,1.311,Critical Alert
83.67005,57.574856,882.80066,1.2918,Critical Alert
97.86979,61.131565,775.1508,1.4396,Critical Alert
94.72046,63.27844,774.7075,1.4293,Critical Alert
91.66719,61.625927,847.90735,1.4351,Critical Alert
93.58103,47.51238,919.3909,1.3072,Critical Alert
78.22876,63.056206,903.5827,1.325,Critical Alert
89.211464,52.62418,981.2264,1.3924,Critical Alert
84.89302,62.887707,843.19696,1.3543,Critical Alert
89.55921,50.741848,964.59265,1.3495,Critical Alert
92.15313,54.41845,847.8951,1.3248,Critical Alert
91.60116,63.75061,938.9985,1.5633,Critical Alert
91.85304,61.93729,964.71234,1.5641,Critical Alert
84.10991,60.973244,869.61566,1.3395,Critical Alert
84.47627,63.545242,785.7182,1.2994,Critical Alert
99.86001,58.096542,846.1543,1.4924,Critical Alert
76.8077,60.827637,942.6621,1.3092,Critical Alert
92.41656,53.723244,904.65515,1.3763,Critical Alert
92.78871,44.50065,987.0586,1.3173,Critical Alert
93.6723,52.980007,826.0449,1.3004,Critical Alert
96.12924,49.881695,855.0856,1.3151,Critical Alert
97.39977,52.971893,854.8112,1.3831,Critical Alert
96.38925,61.88378,674.7046,1.3264,Critical Alert
96.68164,55.021645,789.4558,1.3383,Critical Alert
89.31089,59.912296,927.32635,1.4562,Critical Alert
90.8032,62.6926,930.58673,1.526,Critical Alert
99.58879,58.75639,817.225,1.4692,Critical Alert
78.09373,63.528843,884.113,1.3106,Critical Alert
99.0676,52.002323,998.81635,1.5407,Critical Alert
88.7211,48.4559,997.6145,1.3347,Critical Alert
93.09695,58.10301,901.2062,1.4535,Critical Alert
99.16878,43.561783,929.81085,1.3333,Critical Alert
92.064995,63.834717,888.639,1.5189,Critical Alert
98.7196,63.919323,838.4427,1.5628,Critical Alert
94.4198,63.729416,654.4453,1.3073,Critical Alert
96.81795,53.68279,995.94836,1.5331,Critical Alert
88.40765,49.69865,986.556,1.339,Critical Alert
91.60516,59.105965,941.9414,1.4909,Critical Alert
97.40569,56.98944,890.7239,1.4858,Critical Alert
95.583145,60.42232,818.91455,1.4411,Critical Alert
96.68162,43.639877,940.69214,1.3105,Critical Alert
96.68241,49.55887,901.37964,1.3659,Critical Alert
86.5618,57.146976,891.08093,1.3345,Critical Alert
97.52117,56.70914,984.3457,1.5802,Critical Alert
97.46226,59.071526,738.9958,1.3628,Critical Alert
99.41878,63.46373,957.53644,1.6891,Critical Alert
95.98997,52.43488,936.9399,1.4397,Critical Alert
97.92575,46.520607,873.6531,1.3054,Critical Alert
92.821266,62.99236,939.94995,1.5693,Critical Alert
97.56316,45.61962,912.42017,1.3258,Critical Alert
78.79085,62.2981,963.2919,1.3828,Critical Alert
97.038315,54.4897,775.75714,1.3205,Critical Alert
80.411674,58.917408,977.658,1.3658,Critical Alert
98.01798,50.635586,926.33765,1.4283,Critical Alert
93.686325,54.38518,887.2051,1.387,Critical Alert
98.6752,61.39441,825.1643,1.5073,Critical Alert
96.2799,61.133495,818.2273,1.4618,Critical Alert
85.997025,52.228928,962.5035,1.3208,Critical Alert
91.87182,49.7193,984.269,1.3862,Critical Alert
96.597374,46.689545,887.37476,1.3035,Critical Alert
91.490814,59.064472,851.20526,1.3944,Critical Alert
86.19719,58.114628,985.71466,1.4434,Critical Alert
99.55691,57.582718,856.94214,1.491,Critical Alert
87.80592,61.934837,798.1351,1.3334,Critical Alert
80.03238,61.761295,997.0114,1.4267,Critical Alert
91.52948,60.48092,797.2932,1.3619,Critical Alert
77.51347,56.249187,992.4944,1.2967,Critical Alert
98.871544,43.341366,924.04663,1.3195,Critical Alert
94.05985,57.12054,877.5131,1.4266,Critical Alert
87.886925,54.854584,972.4048,1.4006,Critical Alert
86.62487,61.35189,973.3536,1.4893,Critical Alert
96.44007,47.123035,880.56366,1.3012,Critical Alert
92.88973,57.739716,812.7223,1.3527,Critical Alert
88.95293,62.185432,805.47705,1.3615,Critical Alert
95.65621,55.755795,836.64624,1.3847,Critical Alert
80.92142,60.641582,988.23645,1.4121,Critical Alert
95.50093,41.161232,991.9026,1.3067,Critical Alert
94.802185,61.757812,845.18695,1.479,Critical Alert
92.12637,62.531796,836.003,1.4439,Critical Alert
98.33538,63.109753,834.89294,1.5405,Critical Alert
91.262085,55.522404,812.675,1.2935,Critical Alert
85.67253,61.8041,839.9216,1.3444,Critical Alert
93.06828,62.593185,754.96136,1.3741,Critical Alert
79.54238,56.29426,968.5406,1.3014,Critical Alert
95.227394,62.221317,947.98804,1.5994,Critical Alert
85.62224,59.07953,906.35046,1.3684,Critical Alert
79.17112,63.056747,941.38025,1.3777,Critical Alert
96.731064,55.399193,742.5481,1.2964,Critical Alert
90.400925,63.28681,960.3246,1.5609,Critical Alert
98.23688,57.26419,814.7109,1.4231,Critical Alert
93.39409,60.124813,840.7813,1.4278,Critical Alert
96.24422,62.594116,658.9248,1.3195,Critical Alert
81.28535,55.15268,995.0148,1.3351,Critical Alert
93.34194,58.1981,942.29803,1.5013,Critical Alert
94.46638,52.73346,839.48804,1.3216,Critical Alert
97.60237,43.18045,934.6975,1.3099,Critical Alert
95.16257,58.435394,888.67596,1.4753,Critical Alert
99.6589,58.7648,908.1751,1.5649,Critical Alert
99.96723,57.324486,711.31757,1.3413,Critical Alert
93.31076,61.321728,943.9851,1.5533,Critical Alert
97.01396,51.451557,990.2819,1.4937,Critical Alert
93.16744,62.874493,921.23267,1.5529,Critical Alert
93.11829,58.866394,877.2503,1.4413,Critical Alert
93.83035,63.44817,942.4048,1.5936,Critical Alert
94.466965,45.745865,989.52185,1.364,Critical Alert
99.13061,50.226646,931.73254,1.4431,Critical Alert
81.14939,58.870907,911.2444,1.3065,Critical Alert
87.136444,60.33415,845.73,1.3474,Critical Alert
92.5264,58.739265,960.9342,1.5178,Critical Alert
91.92424,56.286636,847.7927,1.3518,Critical Alert
98.57803,54.2843,942.2039,1.512,Critical Alert
94.7867,62.106327,718.2339,1.3525,Critical Alert
99.6131,41.611347,997.7274,1.3785,Critical Alert
89.90948,61.376217,799.9653,1.3562,Critical Alert
76.64245,61.61502,984.85547,1.3635,Critical Alert
74.9694,61.474224,977.10364,1.3294,Critical Alert
79.464165,60.549534,923.2366,1.3223,Critical Alert
93.24363,54.555855,998.4751,1.4991,Critical Alert
80.376434,58.076115,945.93207,1.3187,Critical Alert
97.10083,48.84692,904.8451,1.3638,Critical Alert
96.2611,54.763954,962.60944,1.5081,Critical Alert
71.14982,63.985004,991.2322,1.3306,Critical Alert
98.25756,62.166496,958.1045,1.6521,Critical Alert
96.50478,45.13307,979.2273,1.3723,Critical Alert
88.78978,52.736958,982.8791,1.39,Critical Alert
94.8632,57.561283,757.15204,1.3202,Critical Alert
87.24173,63.885826,886.65173,1.4491,Critical Alert
94.26919,53.447605,948.5092,1.4437,Critical Alert
99.17098,52.01556,788.7721,1.3242,Critical Alert
96.01789,60.042374,728.6218,1.3472,Critical Alert
85.222534,58.315277,928.18726,1.373,Critical Alert
96.76452,50.847225,807.96716,1.2909,Critical Alert
92.48194,59.25399,933.75085,1.4973,Critical Alert
95.21821,54.995518,813.30914,1.3419,Critical Alert
98.41357,55.144524,876.0435,1.4549,Critical Alert
96.308945,57.131485,849.465,1.4297,Critical Alert
92.12284,58.567818,923.8325,1.4707,Critical Alert
83.75411,52.738358,962.16406,1.2968,Critical Alert
96.28719,60.925827,944.4823,1.5897,Critical Alert
95.48123,60.465378,964.2592,1.5914,Critical Alert
97.75704,50.086174,917.11566,1.4061,Critical Alert
90.055626,58.615562,878.38513,1.3949,Critical Alert
92.745834,57.717896,834.3688,1.3728,Critical Alert
77.774994,59.948055,950.1454,1.3165,Critical Alert
90.34493,54.65124,975.78436,1.4358,Critical Alert
86.821,63.745667,820.25,1.3718,Critical Alert
95.64556,44.577747,989.38855,1.3616,Critical Alert
97.86081,51.740746,797.5336,1.3102,Critical Alert
98.50118,63.27413,911.8372,1.6255,Critical Alert
